Id,ict-index,influence,creativity,threat,value_form,web_name,now_cost,position,team,minutes,bps,points-per-game,points-last-game,playing-chance,big_chances_created,attempted_passes,completed_passes,was_home,clean_sheets,assists,open_play_crosses,dribbles
452,20.5,130.0,31.9,42.0,0.2,Obiang,45,MD,WHU,419,103,3.2,2,100,0,89,74,True,0,0,0,2
453,16.0,33.8,57.1,68.0,0.3,Lanzini,68,MD,WHU,250,35,1.5,2,100,0,85,73,True,0,0,0,1
454,42.5,107.6,137.1,180.0,0.6,Antonio,75,MD,WHU,634,67,3.3,2,100,0,46,30,True,0,0,3,0
456,6.5,13.8,25.5,26.0,0.1,Fernandes,44,MD,WHU,187,18,1.0,1,75,0,21,20,True,0,0,0,0
458,11.9,40.8,17.5,62.0,0.4,Sakho,55,ST,WHU,115,39,1.9,0,0,0,0,0,True,0,0,0,0
461,12.8,91.8,29.3,8.0,0.2,Suttner,44,DF,BHA,630,104,2.9,0,,0,0,0,False,0,0,0,0
462,3.9,29.4,3.4,6.0,0.2,Malone,43,DF,HUD,138,33,0.8,1,100,0,1,0,True,0,0,0,0
463,32.9,189.8,76.4,63.0,1.0,Bakayoko,51,MD,CHE,582,136,3.5,5,75,1,52,40,True,0,1,0,0
464,20.1,84.8,106.2,8.0,0.2,Martina,43,DF,EVE,390,61,1.0,0,,0,0,0,True,0,0,0,0
468,31.8,217.4,13.0,87.0,0.3,Hegazi,48,DF,WBA,776,152,4.0,2,,0,26,17,False,0,0,0,0
469,20.3,193.6,10.0,0.0,1.2,Pope,45,GK,BUR,504,131,4.7,3,,0,27,5,False,0,0,0,0
470,11.8,96.4,13.1,8.0,0.1,Christensen,55,DF,CHE,345,77,2.2,0,,0,0,0,True,0,0,0,0
472,71.7,261.2,89.4,367.0,0.1,Morata,103,ST,CHE,548,160,6.3,1,100,0,21,15,True,0,0,0,1
474,7.3,37.4,16.4,18.0,0.0,James,45,MD,LEI,338,35,2.0,0,0,0,0,0,False,0,0,0,0
475,11.8,28.4,65.1,24.0,0.0,Robertson,48,DF,LIV,180,47,5.5,0,,0,0,0,False,0,0,0,0
477,20.2,94.8,96.4,10.0,0.6,Manquillo,44,DF,NEW,630,107,3.4,5,,0,47,42,True,1,0,0,1
479,16.9,159.2,10.0,0.0,1.2,Hart,44,GK,WHU,810,173,3.6,1,,0,20,15,True,0,0,0,0
481,3.9,11.4,7.4,19.0,0.2,Brown,53,MD,BHA,117,16,1.3,1,100,0,5,4,False,0,0,0,0
482,3.5,25.2,5.1,6.0,0.1,Riedewald,48,DF,CRY,124,27,1.0,0,100,0,0,0,False,0,0,0,0
483,18.5,65.2,46.0,73.0,0.1,Danilo,53,DF,MCI,334,102,4.0,0,,0,0,0,True,0,0,0,0
484,19.7,68.4,100.9,27.0,0.0,Mendy,64,DF,MCI,298,84,4.3,0,0,0,0,0,True,0,0,0,0
485,3.9,32.6,0.3,6.0,0.0,Bartley,44,DF,SWA,75,18,1.5,0,0,0,0,0,True,0,0,0,0
